Id,MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice,student_random_feature,combined_text,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice_log
1,0.14698283298195325,-0.2575158607308731,-0.26765964653084795,-0.7,0.5,0.0,0.6521739130434783,0.24324324324324326,0.0,0.0,1.034410022213875,1.0,0.0,0.0,0.0,0.0,0.4,0.09270978929966463,0.0,0.0,-0.898157448254794,-0.30018095896836194,0.0,-0.5241187468316435,1.0241862299940503,0.0,0.3428908418191601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,-0.5,0.6014473138992146,0.0,0.2815734989648033,0.0,0.0,0.0,0.20524704470235589,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0.0,208500,0.020833333333333332,rl collgcr 1fam 2story gable vinylsd vinylsd pconc gasa,-0.04688580432933736,0.0,1.0,0.0,-0.04453509888692298,-0.3827207477752381,0.9680499116521555,-0.04481684056755729,1.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.24769911637256
2,-0.7283977968379427,0.4646712250534712,0.02968157129824896,1.2,0.0,3.0,0.06521739130434782,-0.4864864864864865,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.2598510045646623,0.2,0.14225458530826868,0.0,0.0,-0.4035050118775341,0.4928782241785616,0.0,0.3275474534810941,0.0,0.0,-0.3277427812252895,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.02329018010215508,0.0,-0.08281573498964803,0.0,0.0,1.1112195172212418,-0.7694885649390122,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,181500,-0.7708333333333334,rl veenker 1fam 1story gable metalsd metalsd cblock gasa,0.808544994187438,1.2659426054644884,0.0,1.0,0.7680071140025804,0.5341005205415066,0.0,0.7728657450699002,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.109016442313738
3,0.14698283298195325,-0.10076115021785957,0.3992877253417644,-0.7,0.5,0.0,0.6086956521739131,0.21621621621621623,0.0,0.0,0.9973165012940128,1.0,0.0,0.0,0.0,1.0,0.4,0.03597065901029081,0.0,0.0,-0.07421644952788031,-0.15289694452697067,0.0,-0.36595045421019934,1.0263006410541886,0.0,0.43889557359614306,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5554599609315188,0.0,0.5300207039337475,0.0,0.0,0.0,0.11882166334876702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223500,0.5833333333333334,rl collgcr 1fam 2story gable vinylsd vinylsd pconc gasa,-0.04688580432933736,0.0,1.0,0.0,-0.04453509888692298,-0.3827207477752381,0.9680499116521555,-0.04481684056755729,1.0,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.317171167298682
4,0.2716022031620573,-0.5353287749465289,0.01751268250573976,-0.6,0.5,0.0,-1.2608695652173914,-0.6486486486486487,0.25,0.4,0.0,0.0,0.0,-1.0,0.2231435513142097,0.0,0.2,-0.08707157303234991,0.0,0.0,0.09560231089146197,-0.5539115540916678,-0.5,-0.27030029024005137,1.0057177468062128,0.0,0.35190990978100367,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.4863927195390708,1.0,0.6708074534161491,0.0,0.0,0.0,0.07685739602470897,5.60947179518496,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,-1.0,140000,-0.6458333333333334,rl crawfor 1fam 2story gable wd sdng wd shng brktil gasa,-0.23908792530549525,0.0,0.8827614495602503,0.0,-0.2271008154484606,-0.5887163614848069,0.0,-0.22853751968886937,0.0,0.6222003644214678,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.849404844423074
5,0.14698283298195325,0.634651133151373,0.951801948421046,0.3,1.0,0.0,0.5869565217391305,0.16216216216216217,0.0,0.0,1.1474961631006897,1.0,0.0,0.0,0.0,1.7095112913514543,0.4,0.0813137780828633,0.0,0.0,0.020085482887814036,0.29408086542791334,0.0,0.11405898407387928,1.055930255665173,0.0,0.8971896541814216,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,0.25,0.5324490535477209,1.0,1.474120082815735,0.0,0.0,1.025885788660021,0.2797649792660346,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,250000,-0.08333333333333333,rl noridge 1fam 2story gable vinylsd vinylsd pconc gasa,-0.04688580432933736,0.0,1.0,0.0,-0.04453509888692298,-0.3827207477752381,0.9680499116521555,-0.04481684056755729,1.0,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.429220196836383
6,0.0,0.6758960517146377,0.9279842733504512,-0.1,-0.5,0.0,0.43478260869565216,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.09820689136514966,0.0,0.0,-1.55453768908052,-0.44861245873145045,0.0,-0.6835193238583531,0.9618739581935704,0.0,-0.15941885946782816,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,-1.0,-0.5,0.3710499841459508,0.0,0.0,0.0,0.0,0.7239074829881891,0.041541389257140224,0.0,5.771441123130016,0.0,0.0,0.0,6.55250788703459,1.3333333333333333,0.5,143000,-0.75,rl mitchel 1fam 1.5fin gable vinylsd vinylsd wood gasa,0.19211530159391307,0.0,0.0,0.0,0.1824832500276071,-0.12656759378359814,0.0,0.18363769088067267,1.1682413922171586,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.870606902224587
7,-0.7283977968379427,0.23998375572580052,0.1443039651447565,0.9,1.0,0.0,0.6739130434782609,0.2972972972972973,0.0,0.0,1.0242102062296037,1.0,0.0,0.8170594925112877,0.0,1.7095112913514543,0.4,0.19340267953955648,0.0,0.0,-0.31818635124115585,1.0848230449125098,0.0,0.9736265998137609,0.0,0.0,0.3221364966659786,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.624423782407991,0.0,0.6459627329192547,0.0,0.0,1.080952617709279,0.18949605345396353,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5,307000,-0.875,rl somerst 1fam 1story gable vinylsd vinylsd pconc gasa,0.0,0.8162217363006296,0.0,0.0,0.0,-0.33247015746938674,1.0,0.0,1.0330045878453888,0.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.634606283893019
8,0.14698283298195325,0.4646712250534712,0.21217205235024514,0.2,0.5,1.0,0.0,-0.5675675675675675,-1.5,-1.4,1.0738803970305932,0.0,0.0,0.0,0.0,1.0,0.2,0.12252816656393223,0.916290731874155,3.4965075614664802,-0.6157786703449811,0.225121928559076,0.0,0.04000398668056591,1.0455047044557213,0.0,0.7859425441608936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.25,-0.09323146942894482,0.0,0.016563146997929608,0.0,0.0,1.065095454834442,0.4876857582290167,5.43372200355424,0.0,0.0,0.0,0.0,5.860786223465865,1.6666666666666667,0.5,200000,0.3541666666666667,rl nwames 1fam 2story gable hdboard hdboard cblock gasa,0.6444757320748332,0.0,1.3872894911795481,0.9279138124870226,0.6121637640375397,0.35825673604989544,0.0,0.616036485823591,0.0,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12.206077645517674
9,0.0,-1.098248574167804,-1.0194099823524343,0.5,0.5,0.0,-0.9130434782608695,-1.1891891891891893,-2.25,0.4,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.9059505812761626,0.0,0.0,0.5365121434743739,-0.08305081743663614,-0.5,-0.13528292592369243,1.0049140016797167,0.0,0.4240115799743955,0.0,0.0,0.0,0.0,-1.0,0.4054651081081645,0.0,1.0,1.0,0.25,-1.083728357802503,0.0,-0.049689440993788817,-0.2876820724517808,0.0,0.8793272064796495,-0.7694885649390122,5.327876168789581,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,129900,-0.4375,rm oldtown 1fam 1.5fin gable brkface wd shng brktil gasa,0.8334191321969923,0.0,0.0,0.0,0.7916341416675258,0.5607597649803874,0.0,-1.4027141358618749,0.0,0.5923685561445775,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.774527900858468
10,1.0839713757046785,-1.1667245186794841,-0.5705674004223615,-0.9,-0.5,1.0,-0.7391304347826086,-1.1891891891891893,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.12110562445108071,0.0,0.0,-0.9515155400314301,-0.0010302182805852435,0.0,-0.020277214807493987,0.0,0.0,-0.6776132971570438,1.0,0.0,-1.0,0.0,-1.0,0.4054651081081645,0.0,-0.5,1.0,0.25,-0.8934126730653464,-1.0,-1.1387163561076605,0.2231435513142097,0.0,0.0,-0.3893758042688157,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,118000,0.6458333333333334,rl brkside 2fmcon 1.5unf gable metalsd metalsd brktil gasa,-1.4674702560720945,0.0,0.0,0.0,2.254103369202947,2.2109175916059094,0.0,2.2683634671354813,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.678448377988165
